theme,kind,vendor_slug,vendor_name,domain,plan_name,monthly_usd,annual_discount_pct,billing_model,setup_fee_usd,minutes_included,calls_included,overage_per_min,overage_per_call,hipaa,baa,soc2,gdpr,free_tier,free_trial_days,key_features,best_for,integrations,source_url,accessed_at,corroboration_url
food-delivery,catalog,grubhub-plus,Grubhub+,grubhub.com,Grubhub+ Standalone,9.99,,flat,,,,,,,,,,,,,,Amazon Prime,https://www.aboutamazon.com/news/retail/amazon-prime-grubhub-plus-delivery,2026-06-14,
food-delivery,catalog,grubhub-plus,Grubhub+,grubhub.com,Grubhub+ with Amazon Prime,0,,flat,,,,,,,,,,,,,,Amazon Prime,https://www.aboutamazon.com/news/retail/amazon-prime-grubhub-plus-delivery,2026-06-14,
food-delivery,catalog,instacart-plus,Instacart+,instacart.com,Instacart+ Monthly,9.99,17,flat,,,,,,,,,,,,,,Peacock; New York Times Cooking,https://www.instacart.com/plus,2026-06-14,
food-delivery,catalog,instacart-plus,Instacart+,instacart.com,Instacart+ Annual,8.25,17,flat,,,,,,,,,,,,,,Peacock; New York Times Cooking,https://www.instacart.com/plus,2026-06-14,
food-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart+ Monthly,12.95,37,flat,,,,,,,,,,,,,,Paramount+; Peacock,https://www.cnbc.com/select/walmart-plus-membership-deal/,2026-06-14,https://clark.com/shopping-retail/walmart-plus/
food-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart+ Annual,8.17,37,flat,,,,,,,,,,,,,,Paramount+; Peacock,https://www.cnbc.com/select/walmart-plus-membership-deal/,2026-06-14,https://clark.com/shopping-retail/walmart-plus/
food-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart+ Assist,6.47,,flat,,,,,,,,,,,,,,Paramount+; Peacock,https://techcrunch.com/2023/07/20/walmart-assist-halves-the-price-of-its-prime-competitor-for-those-on-government-assistance/,2026-06-14,
food-delivery,catalog,amazon-prime,Amazon Prime,amazon.com,Amazon Prime Monthly,14.99,23,flat,,,,,,,,,,,,,,Grubhub+; Whole Foods delivery; Amazon Fresh; Prime Video; Amazon Music,https://www.aboutamazon.com/news/retail/amazon-prime-grubhub-plus-delivery,2026-06-14,
food-delivery,catalog,amazon-prime,Amazon Prime,amazon.com,Amazon Prime Annual,11.58,23,flat,,,,,,,,,,,,,,Grubhub+; Whole Foods delivery; Amazon Fresh; Prime Video; Amazon Music,https://www.aboutamazon.com/news/retail/amazon-prime-grubhub-plus-delivery,2026-06-14,
food-delivery,catalog,gopuff-fam,Gopuff Fam,gopuff.com,Gopuff Fam Monthly,7.99,,flat,,,,,,,,,,,,,,,https://www.gopuff.com/join-fam,2026-06-14,
food-delivery,catalog,gopuff-fam,Gopuff Fam,gopuff.com,Gopuff Fam Annual,,,flat,,,,,,,,,,,,,,,https://www.gopuff.com/join-fam,2026-06-14,
form-builders,catalog,typeform,Typeform,typeform.com,Basic,39,28,flat,,,,,,true,true,,,,,,,Zapier; Airtable; Google Sheets; HubSpot; Pipedrive; Mailchimp; Slack; Calendly; Salesforce; Google Analytics; Meta Pixel,https://www.typeform.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/typeform/pricing/
form-builders,catalog,typeform,Typeform,typeform.com,Plus,79,29,flat,,,,,,true,true,,,,,,,Zapier; Airtable; Google Sheets; HubSpot; Pipedrive; Mailchimp; Slack; Calendly; Salesforce; Google Analytics; Meta Pixel,https://www.typeform.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/typeform/pricing/
form-builders,catalog,typeform,Typeform,typeform.com,Business,129,29,flat,,,,,,true,true,,,,,,,Zapier; Airtable; Google Sheets; HubSpot; Pipedrive; Mailchimp; Slack; Calendly; Salesforce; Google Analytics; Meta Pixel,https://www.typeform.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/typeform/pricing/
form-builders,catalog,typeform,Typeform,typeform.com,Growth Flow,379,30,flat,,,,,,true,true,,,,,,,Zapier; Airtable; Google Sheets; HubSpot; Pipedrive; Mailchimp; Slack; Calendly; Salesforce; Google Analytics; Meta Pixel,https://www.typeform.com/pricing/,2026-06-14,
form-builders,catalog,typeform,Typeform,typeform.com,Talent,169,30,flat,,,,,,true,true,,,,,,,Zapier; Airtable; Google Sheets; HubSpot; Pipedrive; Mailchimp; Slack; Calendly; Salesforce; Google Analytics; Meta Pixel,https://www.typeform.com/pricing/,2026-06-14,
form-builders,catalog,typeform,Typeform,typeform.com,Enterprise,,,custom,,,,,,true,true,,,,,,,Zapier; Airtable; Google Sheets; HubSpot; Pipedrive; Mailchimp; Slack; Calendly; Salesforce; Google Analytics; Meta Pixel,https://www.typeform.com/pricing/,2026-06-14,
form-builders,catalog,jotform,Jotform,jotform.com,Starter,0,,flat,,,,,,true,true,,,,,,,Zapier; Google Sheets; Salesforce; HubSpot; Mailchimp; Stripe; PayPal; Dropbox; Slack; Airtable,https://www.jotform.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/jotform/pricing/
form-builders,catalog,jotform,Jotform,jotform.com,Bronze,39,13,flat,,,,,,true,true,,,,,,,Zapier; Google Sheets; Salesforce; HubSpot; Mailchimp; Stripe; PayPal; Dropbox; Slack; Airtable,https://www.jotform.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/jotform/pricing/
form-builders,catalog,jotform,Jotform,jotform.com,Silver,49,20,flat,,,,,,true,true,,,,,,,Zapier; Google Sheets; Salesforce; HubSpot; Mailchimp; Stripe; PayPal; Dropbox; Slack; Airtable,https://www.jotform.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/jotform/pricing/
form-builders,catalog,jotform,Jotform,jotform.com,Gold,129,23,flat,,,,,,true,true,,,,,,,Zapier; Google Sheets; Salesforce; HubSpot; Mailchimp; Stripe; PayPal; Dropbox; Slack; Airtable,https://www.jotform.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/jotform/pricing/
form-builders,catalog,jotform,Jotform,jotform.com,Enterprise,,,custom,,,,,,true,true,,,,,,,Zapier; Google Sheets; Salesforce; HubSpot; Mailchimp; Stripe; PayPal; Dropbox; Slack; Airtable,https://www.jotform.com/pricing/,2026-06-14,
form-builders,catalog,formstack,Formstack,formstack.com,Forms,99,16,flat,,,,,,true,true,,,,,,,Salesforce; HubSpot; Airtable; Stripe; PayPal; Amazon S3; Microsoft Dynamics; Zapier,https://www.formstack.com/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/formstack/pricing/
form-builders,catalog,formstack,Formstack,formstack.com,Suite,299,16,flat,,,,,,true,true,,,,,,,Salesforce; HubSpot; Airtable; Stripe; PayPal; Amazon S3; Microsoft Dynamics; Zapier,https://www.formstack.com/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/formstack/pricing/
form-builders,catalog,formstack,Formstack,formstack.com,Salesforce Solutions,,,custom,,,,,,true,true,,,,,,,Salesforce; HubSpot; Airtable; Stripe; PayPal; Amazon S3; Microsoft Dynamics; Zapier,https://www.formstack.com/pricing,2026-06-14,
form-builders,catalog,formstack,Formstack,formstack.com,Enterprise,,,custom,,,,,,true,true,,,,,,,Salesforce; HubSpot; Airtable; Stripe; PayPal; Amazon S3; Microsoft Dynamics; Zapier,https://www.formstack.com/pricing,2026-06-14,
form-builders,catalog,google-forms,Google Forms,workspace.google.com,Personal (Free),0,,flat,,,,,,true,true,,,,,,,Google Sheets; Google Drive; Google Analytics; Looker Studio; Gmail; Google Calendar,https://workspace.google.com/products/forms/,2026-06-14,https://kinsta.com/blog/google-forms-alternative/
form-builders,catalog,google-forms,Google Forms,workspace.google.com,Workspace Starter,7,,per_seat,,,,,,true,true,,,,,,,Google Sheets; Google Drive; Google Analytics; Looker Studio; Gmail; Google Calendar,https://workspace.google.com/pricing?hl=en_US&region=US,2026-06-14,https://kinsta.com/blog/google-forms-alternative/
form-builders,catalog,google-forms,Google Forms,workspace.google.com,Workspace Standard,14,,per_seat,,,,,,true,true,,,,,,,Google Sheets; Google Drive; Google Analytics; Looker Studio; Gmail; Google Calendar,https://workspace.google.com/pricing?hl=en_US&region=US,2026-06-14,
form-builders,catalog,google-forms,Google Forms,workspace.google.com,Workspace Plus,22,,per_seat,,,,,,true,true,,,,,,,Google Sheets; Google Drive; Google Analytics; Looker Studio; Gmail; Google Calendar,https://workspace.google.com/pricing?hl=en_US&region=US,2026-06-14,
form-builders,catalog,google-forms,Google Forms,workspace.google.com,Workspace Enterprise,,,custom,,,,,,true,true,,,,,,,Google Sheets; Google Drive; Google Analytics; Looker Studio; Gmail; Google Calendar,https://workspace.google.com/pricing?hl=en_US&region=US,2026-06-14,
form-builders,catalog,wufoo,Wufoo,wufoo.com,Free,0,,flat,,,,,,false,false,,,,,,,Zapier; Mailchimp; Salesforce; Stripe; PayPal; Square; Authorize.Net; Asana; WordPress; DocuSign,https://www.wufoo.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/wufoo/pricing/
form-builders,catalog,wufoo,Wufoo,wufoo.com,Starter,16.25,25,flat,,,,,,false,false,,,,,,,Zapier; Mailchimp; Salesforce; Stripe; PayPal; Square; Authorize.Net; Asana; WordPress; DocuSign,https://www.wufoo.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/wufoo/pricing/
form-builders,catalog,wufoo,Wufoo,wufoo.com,Professional,33.25,25,flat,,,,,,false,false,,,,,,,Zapier; Mailchimp; Salesforce; Stripe; PayPal; Square; Authorize.Net; Asana; WordPress; DocuSign,https://www.wufoo.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/wufoo/pricing/
form-builders,catalog,wufoo,Wufoo,wufoo.com,Advanced,83.25,25,flat,,,,,,false,false,,,,,,,Zapier; Mailchimp; Salesforce; Stripe; PayPal; Square; Authorize.Net; Asana; WordPress; DocuSign,https://www.wufoo.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/wufoo/pricing/
form-builders,catalog,wufoo,Wufoo,wufoo.com,Ultimate,210.25,25,flat,,,,,,false,false,,,,,,,Zapier; Mailchimp; Salesforce; Stripe; PayPal; Square; Authorize.Net; Asana; WordPress; DocuSign,https://www.wufoo.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/wufoo/pricing/
form-builders,catalog,fillout,Fillout,fillout.com,Free,0,,flat,,,,,,,,,,,,,,Airtable; Google Sheets; Notion; HubSpot; Mailchimp; Zapier; Webhooks,https://www.fillout.com/pricing,2026-06-14,
form-builders,catalog,fillout,Fillout,fillout.com,Starter,15,,flat,,,,,,,,,,,,,,Airtable; Google Sheets; Notion; HubSpot; Mailchimp; Zapier; Webhooks,https://www.fillout.com/pricing,2026-06-14,
form-builders,catalog,fillout,Fillout,fillout.com,Pro,40,,flat,,,,,,,,,,,,,,Airtable; Google Sheets; Notion; HubSpot; Mailchimp; Zapier; Webhooks,https://www.fillout.com/pricing,2026-06-14,
form-builders,catalog,fillout,Fillout,fillout.com,Business,75,,flat,,,,,,,,,,,,,,Airtable; Google Sheets; Notion; HubSpot; Mailchimp; Zapier; Webhooks,https://www.fillout.com/pricing,2026-06-14,
form-builders,catalog,fillout,Fillout,fillout.com,Enterprise,,,custom,,,,,,,,,,,,,,Airtable; Google Sheets; Notion; HubSpot; Mailchimp; Zapier; Webhooks,https://www.fillout.com/pricing,2026-06-14,
form-builders,catalog,tally,Tally,tally.so,Free,0,,flat,,,,,,,,,,,,,,Google Sheets; Notion; Airtable; Zapier; Make; Google Analytics; Meta Pixel; Webhooks,https://tally.so/pricing,2026-06-14,
form-builders,catalog,tally,Tally,tally.so,Pro,29,,flat,,,,,,,,,,,,,,Google Sheets; Notion; Airtable; Zapier; Make; Google Analytics; Meta Pixel; Webhooks,https://slashdot.org/software/p/Tally/,2026-06-14,https://alternativeto.net/software/tally-forms/about/
form-builders,catalog,tally,Tally,tally.so,Business,89,,flat,,,,,,,,,,,,,,Google Sheets; Notion; Airtable; Zapier; Make; Google Analytics; Meta Pixel; Webhooks,https://www.joinsecret.com/tally/pricing,2026-06-14,https://tally.so/pricing
form-builders,catalog,cognito-forms,Cognito Forms,cognitoforms.com,Individual,0,,flat,,,,,,true,,,,,,,,Zapier; Stripe; Square; PayPal,https://www.cognitoforms.com/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/cognito-forms/
form-builders,catalog,cognito-forms,Cognito Forms,cognitoforms.com,Pro,19,,flat,,,,,,true,,,,,,,,Zapier; Stripe; Square; PayPal,https://www.cognitoforms.com/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/cognito-forms/
form-builders,catalog,cognito-forms,Cognito Forms,cognitoforms.com,Team,39,,flat,,,,,,true,,,,,,,,Zapier; Stripe; Square; PayPal,https://www.cognitoforms.com/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/cognito-forms/
form-builders,catalog,cognito-forms,Cognito Forms,cognitoforms.com,Enterprise,129,,flat,,,,,,true,,,,,,,,Zapier; Stripe; Square; PayPal,https://www.cognitoforms.com/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/cognito-forms/
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Essential — 1 Month,10.99,,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Essential — 3 Months,9.33,,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Essential — 12 Months,6.67,39,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Extra — 1 Month,16.99,,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Extra — 3 Months,14.67,,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Extra — 12 Months,11.25,34,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Premium — 1 Month,19.99,,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Premium — 3 Months,18.33,,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,playstation-plus,PlayStation Plus,playstation.com,Premium — 12 Months,13.33,33,flat,,,,,,,,,,,,,,PlayStation Store; PS5; PS4,https://www.playstation.com/en-us/ps-plus/,2026-06-14,https://en.wikipedia.org/wiki/PlayStation_Plus
gaming-subscriptions,catalog,xbox-game-pass,Xbox Game Pass,xbox.com,Essential,9.99,,flat,,,,,,,,,,,,,,EA Play; Ubisoft+ Classics; Fortnite Crew; Discord Nitro Starter Edition,https://www.destructoid.com/xbox-game-pass-price/,2026-06-14,https://kotaku.com/tag/game-pass
gaming-subscriptions,catalog,xbox-game-pass,Xbox Game Pass,xbox.com,Premium,14.99,,flat,,,,,,,,,,,,,,EA Play; Ubisoft+ Classics; Fortnite Crew; Discord Nitro Starter Edition,https://www.destructoid.com/xbox-game-pass-price/,2026-06-14,https://kotaku.com/tag/game-pass
gaming-subscriptions,catalog,xbox-game-pass,Xbox Game Pass,xbox.com,Ultimate,22.99,,flat,,,,,,,,,,,,,,EA Play; Ubisoft+ Classics; Fortnite Crew; Discord Nitro Starter Edition,https://news.xbox.com/en-us/2026/04/21/xbox-game-pass-update/,2026-06-14,https://www.purexbox.com/news/2026/04/heres-a-breakdown-of-the-new-prices-for-xbox-game-pass-as-of-april-2026
gaming-subscriptions,catalog,xbox-game-pass,Xbox Game Pass,xbox.com,PC Game Pass,13.99,,flat,,,,,,,,,,,,,,EA Play; Ubisoft+ Classics; Fortnite Crew; Discord Nitro Starter Edition,https://news.xbox.com/en-us/2026/04/21/xbox-game-pass-update/,2026-06-14,https://www.purexbox.com/news/2026/04/heres-a-breakdown-of-the-new-prices-for-xbox-game-pass-as-of-april-2026
gaming-subscriptions,catalog,nintendo-switch-online,Nintendo Switch Online,nintendo.com,Individual — 12 Months,1.67,,flat,,,,,,,,,,,,,,,https://www.nintendo.com/us/switch/online/,2026-06-14,https://en.wikipedia.org/wiki/Nintendo_Switch_Online
gaming-subscriptions,catalog,nintendo-switch-online,Nintendo Switch Online,nintendo.com,Family — 12 Months,2.92,,flat,,,,,,,,,,,,,,,https://www.nintendo.com/us/switch/online/,2026-06-14,https://en.wikipedia.org/wiki/Nintendo_Switch_Online
gaming-subscriptions,catalog,nintendo-switch-online,Nintendo Switch Online,nintendo.com,Individual + Expansion Pack — 12 Months,4.17,,flat,,,,,,,,,,,,,,,https://www.nintendo.com/us/switch/online/,2026-06-14,https://en.wikipedia.org/wiki/Nintendo_Switch_Online
gaming-subscriptions,catalog,nintendo-switch-online,Nintendo Switch Online,nintendo.com,Family + Expansion Pack — 12 Months,6.67,,flat,,,,,,,,,,,,,,,https://www.nintendo.com/us/switch/online/,2026-06-14,https://en.wikipedia.org/wiki/Nintendo_Switch_Online
gaming-subscriptions,catalog,ea-play,EA Play,ea.com,EA Play — Monthly,5.99,,flat,,,,,,,,,,,,,,Xbox Game Pass Ultimate; Xbox Game Pass PC; Steam; PlayStation Plus Extra/Premium,https://www.ea.com/ea-play,2026-06-14,https://www.ea.com/en-us/ea-play
gaming-subscriptions,catalog,ea-play,EA Play,ea.com,EA Play — Annual,3.33,44,flat,,,,,,,,,,,,,,Xbox Game Pass Ultimate; Xbox Game Pass PC; Steam; PlayStation Plus Extra/Premium,https://www.ea.com/ea-play,2026-06-14,https://www.ea.com/en-us/ea-play
gaming-subscriptions,catalog,ea-play,EA Play,ea.com,EA Play Pro — Monthly,16.99,,flat,,,,,,,,,,,,,,Xbox Game Pass Ultimate; Xbox Game Pass PC; Steam; PlayStation Plus Extra/Premium,https://www.ea.com/ea-play,2026-06-14,https://www.ea.com/en-us/ea-play
gaming-subscriptions,catalog,ea-play,EA Play,ea.com,EA Play Pro — Annual,10,41,flat,,,,,,,,,,,,,,Xbox Game Pass Ultimate; Xbox Game Pass PC; Steam; PlayStation Plus Extra/Premium,https://www.ea.com/ea-play,2026-06-14,https://www.ea.com/en-us/ea-play
gaming-subscriptions,catalog,ubisoft-plus,Ubisoft+,ubisoft.com,Ubisoft+ Classics,,,flat,,,,,,,,,,,,,,Xbox Game Pass Ultimate; PlayStation Plus Extra; PlayStation Plus Premium,https://store.ubisoft.com/us/ubisoft-plus-plans,2026-06-14,
gaming-subscriptions,catalog,ubisoft-plus,Ubisoft+,ubisoft.com,Ubisoft+ Premium (Multi Access),,,flat,,,,,,,,,,,,,,Xbox Game Pass Ultimate; PlayStation Plus Extra; PlayStation Plus Premium,https://store.ubisoft.com/us/ubisoft-plus-plans,2026-06-14,
gaming-subscriptions,catalog,apple-arcade,Apple Arcade,apple.com,Apple Arcade — Monthly,6.99,,flat,,,,,,,,,,,,,,Apple One,https://www.apple.com/apple-arcade/,2026-06-14,https://en.wikipedia.org/wiki/Apple_Arcade
gaming-subscriptions,catalog,apple-arcade,Apple Arcade,apple.com,Apple Arcade — Annual,4.17,40,flat,,,,,,,,,,,,,,Apple One,https://www.apple.com/apple-arcade/,2026-06-14,https://en.wikipedia.org/wiki/Apple_Arcade
gaming-subscriptions,catalog,nvidia-geforce-now,NVIDIA GeForce NOW,nvidia.com,Free,0,,flat,,,,,,,,,,,,,,Steam; Epic Games Store; GOG; Ubisoft Connect; Xbox PC Game Pass,https://en.wikipedia.org/wiki/GeForce_Now,2026-06-14,
gaming-subscriptions,catalog,nvidia-geforce-now,NVIDIA GeForce NOW,nvidia.com,Performance — Monthly,9.99,,flat,,,,,,,,,,,,,,Steam; Epic Games Store; GOG; Ubisoft Connect; Xbox PC Game Pass,https://en.wikipedia.org/wiki/GeForce_Now,2026-06-14,
gaming-subscriptions,catalog,nvidia-geforce-now,NVIDIA GeForce NOW,nvidia.com,Performance — Annual,8.33,17,flat,,,,,,,,,,,,,,Steam; Epic Games Store; GOG; Ubisoft Connect; Xbox PC Game Pass,https://en.wikipedia.org/wiki/GeForce_Now,2026-06-14,
gaming-subscriptions,catalog,nvidia-geforce-now,NVIDIA GeForce NOW,nvidia.com,Ultimate — Monthly,19.99,,flat,,,,,,,,,,,,,,Steam; Epic Games Store; GOG; Ubisoft Connect; Xbox PC Game Pass,https://en.wikipedia.org/wiki/GeForce_Now,2026-06-14,
gaming-subscriptions,catalog,nvidia-geforce-now,NVIDIA GeForce NOW,nvidia.com,Ultimate — Annual,16.67,17,flat,,,,,,,,,,,,,,Steam; Epic Games Store; GOG; Ubisoft Connect; Xbox PC Game Pass,https://en.wikipedia.org/wiki/GeForce_Now,2026-06-14,
grocery-delivery,catalog,instacart-plus,Instacart+,instacart.com,Instacart+ Monthly,9.99,,flat,,,,,,,,,,,,,,Peacock (included with annual membership); NYT Cooking (included with annual membership),https://www.instacart.com/instacart-plus,2026-06-14,
grocery-delivery,catalog,instacart-plus,Instacart+,instacart.com,Instacart+ Annual,8.25,17,flat,,,,,,,,,,,,,,Peacock (included with annual membership); NYT Cooking (included with annual membership),https://www.instacart.com/instacart-plus,2026-06-14,
grocery-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart+ Monthly,12.95,,flat,,,,,,,,,,,,,,Paramount+ Essential (included with membership),https://www.walmart.com/plus,2026-06-14,
grocery-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart+ Annual,8.17,37,flat,,,,,,,,,,,,,,Paramount+ Essential (included with membership),https://www.walmart.com/plus,2026-06-14,
grocery-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart+ Assist Monthly,6.47,,flat,,,,,,,,,,,,,,Paramount+ Essential (included with membership),https://www.walmart.com/plus,2026-06-14,
grocery-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart+ Assist Annual,4.08,37,flat,,,,,,,,,,,,,,Paramount+ Essential (included with membership),https://www.walmart.com/plus,2026-06-14,
grocery-delivery,catalog,walmart-plus,Walmart+,walmart.com,Walmart InHome Monthly,19.95,,flat,,,,,,,,,,,,,,Paramount+ Essential (included with membership),https://www.walmart.com/plus,2026-06-14,
grocery-delivery,catalog,amazon-prime,Amazon Prime,amazon.com,Prime Monthly,14.99,,flat,,,,,,,,,,,,,,Prime Video; Amazon Music; Prime Reading; Amazon Photos; Amazon Fresh,https://www.dealnews.com/features/amazon-prime/cost/,2026-06-14,
grocery-delivery,catalog,amazon-prime,Amazon Prime,amazon.com,Prime Annual,11.58,23,flat,,,,,,,,,,,,,,Prime Video; Amazon Music; Prime Reading; Amazon Photos; Amazon Fresh,https://www.dealnews.com/features/amazon-prime/cost/,2026-06-14,
grocery-delivery,catalog,shipt,Shipt,shipt.com,Shipt Monthly Membership,10.99,,flat,,,,,,,,,,,,,,Target (Shipt is owned by Target Corporation),https://help.shipt.com/pricing/how-much-is-a-shipt-membership,2026-06-14,
grocery-delivery,catalog,shipt,Shipt,shipt.com,Shipt Annual Membership,8.25,25,flat,,,,,,,,,,,,,,Target (Shipt is owned by Target Corporation),https://help.shipt.com/pricing/how-much-is-a-shipt-membership,2026-06-14,
grocery-delivery,catalog,dashpass,DashPass (DoorDash),doordash.com,DashPass Monthly,9.99,,flat,,,,,,,,,,,,,,Caviar,https://help.doordash.com/consumers/s/article/What-is-DashPass,2026-06-14,https://www.dealnews.com/features/doordash/cost/
grocery-delivery,catalog,dashpass,DashPass (DoorDash),doordash.com,DashPass Annual,8,20,flat,,,,,,,,,,,,,,Caviar,https://help.doordash.com/consumers/s/article/What-is-DashPass,2026-06-14,https://www.dealnews.com/features/doordash/cost/
grocery-delivery,catalog,target-circle-360,Target Circle 360,target.com,Target Circle 360 Monthly,10.99,,flat,,,,,,,,,,,,,,Shipt (powers same-day delivery),https://help.shipt.com/how-much-is-a-target-circle-360-membership-,2026-06-14,
grocery-delivery,catalog,target-circle-360,Target Circle 360,target.com,Target Circle 360 Annual,8.25,25,flat,,,,,,,,,,,,,,Shipt (powers same-day delivery),https://help.shipt.com/how-much-is-a-target-circle-360-membership-,2026-06-14,
grocery-delivery,catalog,target-circle-360,Target Circle 360,target.com,Target Circle 360 Annual — Student/Circle Card Rate,4.08,51,flat,,,,,,,,,,,,,,Shipt (powers same-day delivery),https://help.shipt.com/how-much-is-a-target-circle-360-membership-,2026-06-14,
grocery-delivery,catalog,kroger-boost,Kroger Boost,kroger.com,Kroger Boost Essential Monthly,8.99,,flat,,,,,,,,,,,,,,"Disney+ (with Ads, streaming option); Hulu (with Ads, streaming option); ESPN+ (streaming option)",https://thekrazycouponlady.com/tips/store-hacks/kroger-boost-membership,2026-06-14,
grocery-delivery,catalog,kroger-boost,Kroger Boost,kroger.com,Kroger Boost Essential Annual,5.75,36,flat,,,,,,,,,,,,,,"Disney+ (with Ads, streaming option); Hulu (with Ads, streaming option); ESPN+ (streaming option)",https://thekrazycouponlady.com/tips/store-hacks/kroger-boost-membership,2026-06-14,
grocery-delivery,catalog,kroger-boost,Kroger Boost,kroger.com,Kroger Boost Monthly,12.99,,flat,,,,,,,,,,,,,,"Disney+ (with Ads, streaming option); Hulu (with Ads, streaming option); ESPN+ (streaming option)",https://thekrazycouponlady.com/tips/store-hacks/kroger-boost-membership,2026-06-14,
grocery-delivery,catalog,kroger-boost,Kroger Boost,kroger.com,Kroger Boost Annual,8.25,36,flat,,,,,,,,,,,,,,"Disney+ (with Ads, streaming option); Hulu (with Ads, streaming option); ESPN+ (streaming option)",https://thekrazycouponlady.com/tips/store-hacks/kroger-boost-membership,2026-06-14,
headless-cms,catalog,contentful,Contentful,contentful.com,Free,0,,flat,,,,,,,,,,,,,,Netlify; Vercel; Gatsby; Next.js; Shopify; Salesforce; HubSpot; Algolia,https://www.contentful.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/contentful/pricing/
headless-cms,catalog,contentful,Contentful,contentful.com,Lite,300,,flat,,,,,,,,,,,,,,Netlify; Vercel; Gatsby; Next.js; Shopify; Salesforce; HubSpot; Algolia,https://www.getapp.com/content-management-software/a/contentful/pricing/,2026-06-14,https://www.contentful.com/pricing/
headless-cms,catalog,contentful,Contentful,contentful.com,Enterprise,,,custom,,,,,,,,,,,,,,Netlify; Vercel; Gatsby; Next.js; Shopify; Salesforce; HubSpot; Algolia,https://www.contentful.com/pricing/,2026-06-14,
headless-cms,catalog,sanity,Sanity,sanity.io,Free,0,,flat,,,,,,,,,,,,,,Next.js; Gatsby; Nuxt; Vercel; Netlify; Shopify; Algolia; Slack,https://www.sanity.io/pricing,2026-06-14,
headless-cms,catalog,sanity,Sanity,sanity.io,Growth,15,,per_seat,,,,,,,,,,,,,,Next.js; Gatsby; Nuxt; Vercel; Netlify; Shopify; Algolia; Slack,https://www.sanity.io/pricing,2026-06-14,
